Lemma('long.a.01.long'): {'lemma': 'long', 'pos': 'ADJ', 'synset': Synset('long.a.01')}
Lemma('pertinent.s.01.pertinent'): {'lemma': 'pertinent', 'pos': 'ADJ', 'synset': Synset('pertinent.s.01')}
Lemma('safety.n.01.safety'): {'lemma': 'safety', 'pos': 'NOUN', 'synset': Synset('safety.n.01')}
Lemma('spending.n.01.spending'): {'lemma': 'spending', 'pos': 'NOUN', 'synset': Synset('spending.n.01')}
Lemma('excessively.r.01.too'): {'lemma': 'too', 'pos': 'ADV', 'synset': Synset('excessively.r.01')}
Lemma('much.a.01.much'): {'lemma': 'much', 'pos': 'ADJ', 'synset': Synset('much.a.01')}
Lemma('team.n.01.team'): {'lemma': 'team', 'pos': 'NOUN', 'synset': Synset('team.n.01')}
Lemma('uniform.n.01.uniform'): {'lemma': 'uniform', 'pos': 'NOUN', 'synset': Synset('uniform.n.01')}
Lemma('benefit.v.02.benefit'): {'lemma': 'benefit', 'pos': 'VERB', 'synset': Synset('benefit.v.02')}
Lemma('merely.r.01.only'): {'lemma': 'only', 'pos': 'ADV', 'synset': Synset('merely.r.01')}
Lemma('a_few.s.01.a_few'): {'lemma': 'a_few', 'pos': 'ADJ', 'synset': Synset('a_few.s.01')}
Lemma('underwrite.v.01.underwrite'): {'lemma': 'underwrite', 'pos': 'VERB', 'synset': Synset('underwrite.v.01')}
Lemma('expensive.a.01.expensive'): {'lemma': 'expensive', 'pos': 'ADJ', 'synset': Synset('expensive.a.01')}
Lemma('trip.n.01.trip'): {'lemma': 'trip', 'pos': 'NOUN', 'synset': Synset('trip.n.01')}
Lemma('return.n.06.proceeds'): {'lemma': 'proceeds', 'pos': 'NOUN', 'synset': Synset('return.n.06')}
Lemma('help.v.01.help'): {'lemma': 'help', 'pos': 'VERB', 'synset': Synset('help.v.01')}
Lemma('know.v.01.know'): {'lemma': 'know', 'pos': 'VERB', 'synset': Synset('know.v.01')}
Lemma('course.n.03.trend'): {'lemma': 'trend', 'pos': 'NOUN', 'synset': Synset('course.n.03')}
Lemma('access_road.n.01.access_road'): {'lemma': 'access_road', 'pos': 'NOUN', 'synset': Synset('access_road.n.01')}
Lemma('parking_lot.n.01.parking_lot'): {'lemma': 'parking_lot', 'pos': 'NOUN', 'synset': Synset('parking_lot.n.01')}
Lemma('parking.n.01.parking'): {'lemma': 'parking', 'pos': 'NOUN', 'synset': Synset('parking.n.01')}
Lemma('attendant.n.01.attendant'): {'lemma': 'attendant', 'pos': 'NOUN', 'synset': Synset('attendant.n.01')}
Lemma('automatic.s.02.automatic'): {'lemma': 'automatic', 'pos': 'ADJ', 'synset': Synset('automatic.s.02')}
Lemma('gate.n.01.gate'): {'lemma': 'gate', 'pos': 'NOUN', 'synset': Synset('gate.n.01')}
Lemma('local.a.01.local'): {'lemma': 'local', 'pos': 'ADJ', 'synset': Synset('local.a.01')}
Lemma('bus_company.n.01.bus_company'): {'lemma': 'bus_company', 'pos': 'NOUN', 'synset': Synset('bus_company.n.01')}
Lemma('raise.v.09.erect'): {'lemma': 'erect', 'pos': 'VERB', 'synset': Synset('raise.v.09')}
Lemma('bus_stop.n.01.bus_stop'): {'lemma': 'bus_stop', 'pos': 'NOUN', 'synset': Synset('bus_stop.n.01')}
Lemma('supply.v.01.provide'): {'lemma': 'provide', 'pos': 'VERB', 'synset': Synset('supply.v.01')}
Lemma('transportation_system.n.01.transportation'): {'lemma': 'transportation', 'pos': 'NOUN', 'synset': Synset('transportation_system.n.01')}
Lemma('available.a.01.available'): {'lemma': 'available', 'pos': 'ADJ', 'synset': Synset('available.a.01')}
Lemma('public.s.02.public'): {'lemma': 'public', 'pos': 'ADJ', 'synset': Synset('public.s.02')}
Lemma('public.a.01.public'): {'lemma': 'public', 'pos': 'ADJ', 'synset': Synset('public.a.01')}
Lemma('train.n.01.train'): {'lemma': 'train', 'pos': 'NOUN', 'synset': Synset('train.n.01')}
Lemma('haul.v.02.haul'): {'lemma': 'haul', 'pos': 'VERB', 'synset': Synset('haul.v.02')}
Lemma('visitor.n.01.visitor'): {'lemma': 'visitor', 'pos': 'NOUN', 'synset': Synset('visitor.n.01')}
Lemma('cab.n.03.taxi'): {'lemma': 'taxi', 'pos': 'NOUN', 'synset': Synset('cab.n.03')}
Lemma('efficient.a.01.efficient'): {'lemma': 'efficient', 'pos': 'ADJ', 'synset': Synset('efficient.a.01')}
Lemma('necessary.a.01.necessary'): {'lemma': 'necessary', 'pos': 'ADJ', 'synset': Synset('necessary.a.01')}
Lemma('vehicle.n.01.vehicle'): {'lemma': 'vehicle', 'pos': 'NOUN', 'synset': Synset('vehicle.n.01')}
Lemma('reschedule.v.01.reschedule'): {'lemma': 'reschedule', 'pos': 'VERB', 'synset': Synset('reschedule.v.01')}
Lemma('driver.n.01.driver'): {'lemma': 'driver', 'pos': 'NOUN', 'synset': Synset('driver.n.01')}
Lemma('delegate.v.02.assign'): {'lemma': 'assign', 'pos': 'VERB', 'synset': Synset('delegate.v.02')}
Lemma('more.r.01.more'): {'lemma': 'more', 'pos': 'ADV', 'synset': Synset('more.r.01')}
Lemma('vacation.n.01.vacation'): {'lemma': 'vacation', 'pos': 'NOUN', 'synset': Synset('vacation.n.01')}
Lemma('closure.n.07.shutdown'): {'lemma': 'shutdown', 'pos': 'NOUN', 'synset': Synset('closure.n.07')}
Lemma('separated.s.02.spaced'): {'lemma': 'spaced', 'pos': 'ADJ', 'synset': Synset('separated.s.02')}
Lemma('necessitate.v.01.require'): {'lemma': 'require', 'pos': 'VERB', 'synset': Synset('necessitate.v.01')}
Lemma('excess.s.01.extra'): {'lemma': 'extra', 'pos': 'ADJ', 'synset': Synset('excess.s.01')}
Lemma('stand-in.n.01.fill-in'): {'lemma': 'fill-in', 'pos': 'NOUN', 'synset': Synset('stand-in.n.01')}
Lemma('space.v.01.space'): {'lemma': 'space', 'pos': 'VERB', 'synset': Synset('space.v.01')}
Lemma('twelve.s.01.12'): {'lemma': '12', 'pos': 'ADJ', 'synset': Synset('twelve.s.01')}
Lemma('calendar_month.n.01.month'): {'lemma': 'month', 'pos': 'NOUN', 'synset': Synset('calendar_month.n.01')}
Lemma('insist.v.01.insist'): {'lemma': 'insist', 'pos': 'VERB', 'synset': Synset('insist.v.01')}
Lemma('unnecessary.a.01.unneeded'): {'lemma': 'unneeded', 'pos': 'ADJ', 'synset': Synset('unnecessary.a.01')}
Lemma('wage.n.01.salary'): {'lemma': 'salary', 'pos': 'NOUN', 'synset': Synset('wage.n.01')}
Lemma('take.v.02.take'): {'lemma': 'take', 'pos': 'VERB', 'synset': Synset('take.v.02')}
Lemma('sale.n.02.sale'): {'lemma': 'sale', 'pos': 'NOUN', 'synset': Synset('sale.n.02')}
Lemma('purchasing_department.n.01.purchasing_department'): {'lemma': 'purchasing_department', 'pos': 'NOUN', 'synset': Synset('purchasing_department.n.01')}
Lemma('restrict.v.01.curtail'): {'lemma': 'curtail', 'pos': 'VERB', 'synset': Synset('restrict.v.01')}
Lemma('order.n.07.order'): {'lemma': 'order', 'pos': 'NOUN', 'synset': Synset('order.n.07')}
Lemma('dispatch.n.02.shipment'): {'lemma': 'shipment', 'pos': 'NOUN', 'synset': Synset('dispatch.n.02')}
Lemma('reception.n.04.receipt'): {'lemma': 'receipt', 'pos': 'NOUN', 'synset': Synset('reception.n.04')}
Lemma('arbitrary.a.01.arbitrary'): {'lemma': 'arbitrary', 'pos': 'ADJ', 'synset': Synset('arbitrary.a.01')}
Lemma('retirement.n.01.retirement'): {'lemma': 'retirement', 'pos': 'NOUN', 'synset': Synset('retirement.n.01')}
Lemma('age.n.01.age'): {'lemma': 'age', 'pos': 'NOUN', 'synset': Synset('age.n.01')}
Lemma('actually.r.01.actually'): {'lemma': 'actually', 'pos': 'ADV', 'synset': Synset('actually.r.01')}
Lemma('cost.v.02.cost'): {'lemma': 'cost', 'pos': 'VERB', 'synset': Synset('cost.v.02')}
Lemma('kind.n.01.sort'): {'lemma': 'sort', 'pos': 'NOUN', 'synset': Synset('kind.n.01')}
Lemma('see.v.10.assure'): {'lemma': 'assure', 'pos': 'VERB', 'synset': Synset('see.v.10')}
Lemma('old.a.01.old'): {'lemma': 'old', 'pos': 'ADJ', 'synset': Synset('old.a.01')}
Lemma('disabled.s.01.disabled'): {'lemma': 'disabled', 'pos': 'ADJ', 'synset': Synset('disabled.s.01')}
Lemma('worker.n.01.worker'): {'lemma': 'worker', 'pos': 'NOUN', 'synset': Synset('worker.n.01')}
Lemma('fully.r.01.fully'): {'lemma': 'fully', 'pos': 'ADV', 'synset': Synset('fully.r.01')}
Lemma('early.a.01.early'): {'lemma': 'early', 'pos': 'ADJ', 'synset': Synset('early.a.01')}
Lemma('nonproductive.s.01.nonproductive'): {'lemma': 'nonproductive', 'pos': 'ADJ', 'synset': Synset('nonproductive.s.01')}
Lemma('busywork.n.01.make-work'): {'lemma': 'make-work', 'pos': 'NOUN', 'synset': Synset('busywork.n.01')}
Lemma('occupation.n.01.job'): {'lemma': 'job', 'pos': 'NOUN', 'synset': Synset('occupation.n.01')}
Lemma('accept.v.03.accept'): {'lemma': 'accept', 'pos': 'VERB', 'synset': Synset('accept.v.03')}
Lemma('seniority.n.01.seniority'): {'lemma': 'seniority', 'pos': 'NOUN', 'synset': Synset('seniority.n.01')}
Lemma('concession.n.01.concession'): {'lemma': 'concession', 'pos': 'NOUN', 'synset': Synset('concession.n.01')}
Lemma('share.v.02.share'): {'lemma': 'share', 'pos': 'VERB', 'synset': Synset('share.v.02')}
Lemma('medical.a.01.medical'): {'lemma': 'medical', 'pos': 'ADJ', 'synset': Synset('medical.a.01')}
Lemma('staff.n.01.staff'): {'lemma': 'staff', 'pos': 'NOUN', 'synset': Synset('staff.n.01')}
Lemma('full-time.a.01.full-time'): {'lemma': 'full-time', 'pos': 'ADJ', 'synset': Synset('full-time.a.01')}
Lemma('doctor.n.01.doctor'): {'lemma': 'doctor', 'pos': 'NOUN', 'synset': Synset('doctor.n.01')}
Lemma('now.r.01.now'): {'lemma': 'now', 'pos': 'ADV', 'synset': Synset('now.r.01')}
Lemma('serve.v.02.serve'): {'lemma': 'serve', 'pos': 'VERB', 'synset': Synset('serve.v.02')}
Lemma('fee.n.01.fee'): {'lemma': 'fee', 'pos': 'NOUN', 'synset': Synset('fee.n.01')}
Lemma('case.n.06.case'): {'lemma': 'case', 'pos': 'NOUN', 'synset': Synset('case.n.06')}
Lemma('footing.n.02.basis'): {'lemma': 'basis', 'pos': 'NOUN', 'synset': Synset('footing.n.02')}
Lemma('nurse.n.01.nurse'): {'lemma': 'nurse', 'pos': 'NOUN', 'synset': Synset('nurse.n.01')}
Lemma('first_aid.n.01.first_aid'): {'lemma': 'first_aid', 'pos': 'NOUN', 'synset': Synset('first_aid.n.01')}
Lemma('man.n.03.man'): {'lemma': 'man', 'pos': 'NOUN', 'synset': Synset('man.n.03')}
Lemma('full-time.r.01.full-time'): {'lemma': 'full-time', 'pos': 'ADV', 'synset': Synset('full-time.r.01')}
Lemma('another.s.01.some_other'): {'lemma': 'some_other', 'pos': 'ADJ', 'synset': Synset('another.s.01')}
Lemma('assignment.n.01.assignment'): {'lemma': 'assignment', 'pos': 'NOUN', 'synset': Synset('assignment.n.01')}
Lemma('rigidly.r.01.rigidly'): {'lemma': 'rigidly', 'pos': 'ADV', 'synset': Synset('rigidly.r.01')}
Lemma('distinguish.v.01.distinguish'): {'lemma': 'distinguish', 'pos': 'VERB', 'synset': Synset('distinguish.v.01')}
Lemma('affiliated.s.01.connected'): {'lemma': 'connected', 'pos': 'ADJ', 'synset': Synset('affiliated.s.01')}
Lemma('ill_health.n.01.health_problem'): {'lemma': 'health_problem', 'pos': 'NOUN', 'synset': Synset('ill_health.n.01')}
Lemma('avoid.v.03.avoid'): {'lemma': 'avoid', 'pos': 'VERB', 'synset': Synset('avoid.v.03')}
Lemma('treat.v.03.treat'): {'lemma': 'treat', 'pos': 'VERB', 'synset': Synset('treat.v.03')}
Lemma('randomly.r.01.indiscriminately'): {'lemma': 'indiscriminately', 'pos': 'ADV', 'synset': Synset('randomly.r.01')}
Lemma('unnecessary.a.01.unnecessary'): {'lemma': 'unnecessary', 'pos': 'ADJ', 'synset': Synset('unnecessary.a.01')}
Lemma('services.n.01.services'): {'lemma': 'services', 'pos': 'NOUN', 'synset': Synset('services.n.01')}
Lemma('influenza.n.01.flu'): {'lemma': 'flu', 'pos': 'NOUN', 'synset': Synset('influenza.n.01')}
Lemma('injection.n.03.shot'): {'lemma': 'shot', 'pos': 'NOUN', 'synset': Synset('injection.n.03')}
Lemma('sunlight.n.01.sun'): {'lemma': 'sun', 'pos': 'NOUN', 'synset': Synset('sunlight.n.01')}
Lemma('lamp.n.01.lamp'): {'lemma': 'lamp', 'pos': 'NOUN', 'synset': Synset('lamp.n.01')}
Lemma('treatment.n.01.treatment'): {'lemma': 'treatment', 'pos': 'NOUN', 'synset': Synset('treatment.n.01')}
Lemma('regular.s.04.regular'): {'lemma': 'regular', 'pos': 'ADJ', 'synset': Synset('regular.s.04')}
Lemma('physical.a.01.physical'): {'lemma': 'physical', 'pos': 'ADJ', 'synset': Synset('physical.a.01')}
Lemma('examination.n.01.examination'): {'lemma': 'examination', 'pos': 'NOUN', 'synset': Synset('examination.n.01')}
Lemma('worth.s.02.worth'): {'lemma': 'worth', 'pos': 'ADJ', 'synset': Synset('worth.s.02')}
Lemma('consider.v.04.consider'): {'lemma': 'consider', 'pos': 'VERB', 'synset': Synset('consider.v.04')}
Lemma('afford.v.01.afford'): {'lemma': 'afford', 'pos': 'VERB', 'synset': Synset('afford.v.01')}
Lemma('spend.v.02.spend'): {'lemma': 'spend', 'pos': 'VERB', 'synset': Synset('spend.v.02')}
Lemma('establish.v.01.set_up'): {'lemma': 'set_up', 'pos': 'VERB', 'synset': Synset('establish.v.01')}
Lemma('revamp.v.01.revamp'): {'lemma': 'revamp', 'pos': 'VERB', 'synset': Synset('revamp.v.01')}
Lemma('many.a.01.many'): {'lemma': 'many', 'pos': 'ADJ', 'synset': Synset('many.a.01')}
Lemma('official.n.01.official'): {'lemma': 'official', 'pos': 'NOUN', 'synset': Synset('official.n.01')}
Lemma('all_too.r.01.all_too'): {'lemma': 'all_too', 'pos': 'ADV', 'synset': Synset('all_too.r.01')}
Lemma('eager.a.01.eager'): {'lemma': 'eager', 'pos': 'ADJ', 'synset': Synset('eager.a.01')}
Lemma('buy.v.01.buy'): {'lemma': 'buy', 'pos': 'VERB', 'synset': Synset('buy.v.01')}
Lemma('package.n.02.package'): {'lemma': 'package', 'pos': 'NOUN', 'synset': Synset('package.n.02')}
Lemma('merely.r.01.simply'): {'lemma': 'simply', 'pos': 'ADV', 'synset': Synset('merely.r.01')}
Lemma('work.v.03.work'): {'lemma': 'work', 'pos': 'VERB', 'synset': Synset('work.v.03')}
Lemma('even.r.01.even'): {'lemma': 'even', 'pos': 'ADV', 'synset': Synset('even.r.01')}
Lemma('hire.v.01.employ'): {'lemma': 'employ', 'pos': 'VERB', 'synset': Synset('hire.v.01')}
Lemma('like.a.02.same'): {'lemma': 'same', 'pos': 'ADJ', 'synset': Synset('like.a.02')}
Lemma('number.n.02.number'): {'lemma': 'number', 'pos': 'NOUN', 'synset': Synset('number.n.02')}
Lemma('produce.v.02.make'): {'lemma': 'make', 'pos': 'VERB', 'synset': Synset('produce.v.02')}
Lemma('same.a.01.same'): {'lemma': 'same', 'pos': 'ADJ', 'synset': Synset('same.a.01')}
Lemma('product.n.02.product'): {'lemma': 'product', 'pos': 'NOUN', 'synset': Synset('product.n.02')}
Lemma('fact.n.01.fact'): {'lemma': 'fact', 'pos': 'NOUN', 'synset': Synset('fact.n.01')}
Lemma('force.n.04.force'): {'lemma': 'force', 'pos': 'NOUN', 'synset': Synset('force.n.04')}
Lemma('margin_of_profit.n.01.profit_margin'): {'lemma': 'profit_margin', 'pos': 'NOUN', 'synset': Synset('margin_of_profit.n.01')}
Lemma('section.n.03.section'): {'lemma': 'section', 'pos': 'NOUN', 'synset': Synset('section.n.03')}
Lemma('country.n.02.country'): {'lemma': 'country', 'pos': 'NOUN', 'synset': Synset('country.n.02')}
Lemma('be.v.03.be'): {'lemma': 'be', 'pos': 'VERB', 'synset': Synset('be.v.03')}
Lemma('located.s.01.located'): {'lemma': 'located', 'pos': 'ADJ', 'synset': Synset('located.s.01')}
Lemma('rural.a.01.rural'): {'lemma': 'rural', 'pos': 'ADJ', 'synset': Synset('rural.a.01')}
Lemma('urban_area.n.01.urban_area'): {'lemma': 'urban_area', 'pos': 'NOUN', 'synset': Synset('urban_area.n.01')}
Lemma('factor.n.01.factor'): {'lemma': 'factor', 'pos': 'NOUN', 'synset': Synset('factor.n.01')}
Lemma('make.v.03.make'): {'lemma': 'make', 'pos': 'VERB', 'synset': Synset('make.v.03')}
Lemma('difference.n.01.difference'): {'lemma': 'difference', 'pos': 'NOUN', 'synset': Synset('difference.n.01')}
Lemma('waste.n.02.waste'): {'lemma': 'waste', 'pos': 'NOUN', 'synset': Synset('waste.n.02')}
Lemma('efficiency.n.02.efficiency'): {'lemma': 'efficiency', 'pos': 'NOUN', 'synset': Synset('efficiency.n.02')}
Lemma('above_all.r.01.above_all'): {'lemma': 'above_all', 'pos': 'ADV', 'synset': Synset('above_all.r.01')}
Lemma('extravagant.s.02.extravagant'): {'lemma': 'extravagant', 'pos': 'ADJ', 'synset': Synset('extravagant.s.02')}
Lemma('fringe_benefit.n.01.fringe_benefit'): {'lemma': 'fringe_benefit', 'pos': 'NOUN', 'synset': Synset('fringe_benefit.n.01')}
Lemma('merely.r.01.just'): {'lemma': 'just', 'pos': 'ADV', 'synset': Synset('merely.r.01')}
Lemma('bribe.v.01.buy'): {'lemma': 'buy', 'pos': 'VERB', 'synset': Synset('bribe.v.01')}
Lemma('grace.n.04.good_will'): {'lemma': 'good_will', 'pos': 'NOUN', 'synset': Synset('grace.n.04')}
Lemma('stress.v.01.stress'): {'lemma': 'stress', 'pos': 'VERB', 'synset': Synset('stress.v.01')}
Lemma('individual.s.02.individual'): {'lemma': 'individual', 'pos': 'ADJ', 'synset': Synset('individual.s.02')}
Lemma('prefer.v.01.prefer'): {'lemma': 'prefer', 'pos': 'VERB', 'synset': Synset('prefer.v.01')}
Lemma('cash.n.01.cash'): {'lemma': 'cash', 'pos': 'NOUN', 'synset': Synset('cash.n.01')}
Lemma('aim.v.02.aim'): {'lemma': 'aim', 'pos': 'VERB', 'synset': Synset('aim.v.02')}
Lemma('balance.v.02.balance'): {'lemma': 'balance', 'pos': 'VERB', 'synset': Synset('balance.v.02')}
Lemma('package.n.01.package'): {'lemma': 'package', 'pos': 'NOUN', 'synset': Synset('package.n.01')}
Lemma('go.v.02.go'): {'lemma': 'go', 'pos': 'VERB', 'synset': Synset('go.v.02')}
Lemma('overboard.r.01.overboard'): {'lemma': 'overboard', 'pos': 'ADV', 'synset': Synset('overboard.r.01')}
Lemma('type.n.01.type'): {'lemma': 'type', 'pos': 'NOUN', 'synset': Synset('type.n.01')}
Lemma('periphery.n.01.fringe'): {'lemma': 'fringe', 'pos': 'NOUN', 'synset': Synset('periphery.n.01')}
Lemma('suppose.v.01.say'): {'lemma': 'say', 'pos': 'VERB', 'synset': Synset('suppose.v.01')}
Lemma('big.s.12.liberal'): {'lemma': 'liberal', 'pos': 'ADJ', 'synset': Synset('big.s.12')}
Lemma('plan.n.01.plan'): {'lemma': 'plan', 'pos': 'NOUN', 'synset': Synset('plan.n.01')}
Lemma('find.v.13.find'): {'lemma': 'find', 'pos': 'VERB', 'synset': Synset('find.v.13')}
Lemma('vulnerable.a.01.vulnerable'): {'lemma': 'vulnerable', 'pos': 'ADJ', 'synset': Synset('vulnerable.a.01')}
Lemma('elsewhere.r.01.elsewhere'): {'lemma': 'elsewhere', 'pos': 'ADV', 'synset': Synset('elsewhere.r.01')}
Lemma('invite.v.01.ask_for'): {'lemma': 'ask_for', 'pos': 'VERB', 'synset': Synset('invite.v.01')}
Lemma('fuss.n.02.trouble'): {'lemma': 'trouble', 'pos': 'NOUN', 'synset': Synset('fuss.n.02')}
Lemma('want.v.02.want'): {'lemma': 'want', 'pos': 'VERB', 'synset': Synset('want.v.02')}
Lemma('recognition.n.03.credit'): {'lemma': 'credit', 'pos': 'NOUN', 'synset': Synset('recognition.n.03')}
Lemma('let.v.02.let'): {'lemma': 'let', 'pos': 'VERB', 'synset': Synset('let.v.02')}
Lemma('encourage.v.02.encourage'): {'lemma': 'encourage', 'pos': 'VERB', 'synset': Synset('encourage.v.02')}
Lemma('exert.v.01.exercise'): {'lemma': 'exercise', 'pos': 'VERB', 'synset': Synset('exert.v.01')}
Lemma('benefit.n.02.benefit'): {'lemma': 'benefit', 'pos': 'NOUN', 'synset': Synset('benefit.n.02')}
Lemma('narrative.n.01.story'): {'lemma': 'story', 'pos': 'NOUN', 'synset': Synset('narrative.n.01')}
Lemma('house_organ.n.01.house_organ'): {'lemma': 'house_organ', 'pos': 'NOUN', 'synset': Synset('house_organ.n.01')}
Lemma('poster.n.01.poster'): {'lemma': 'poster', 'pos': 'NOUN', 'synset': Synset('poster.n.01')}
Lemma('special.s.02.special'): {'lemma': 'special', 'pos': 'ADJ', 'synset': Synset('special.s.02')}
Lemma('letter.n.01.letter'): {'lemma': 'letter', 'pos': 'NOUN', 'synset': Synset('letter.n.01')}
Lemma('home.n.01.home'): {'lemma': 'home', 'pos': 'NOUN', 'synset': Synset('home.n.01')}
Lemma('by_word_of_mouth.r.01.by_word_of_mouth'): {'lemma': 'by_word_of_mouth', 'pos': 'ADV', 'synset': Synset('by_word_of_mouth.r.01')}
Lemma('chain.n.01.chain'): {'lemma': 'chain', 'pos': 'NOUN', 'synset': Synset('chain.n.01')}
Lemma('command.n.03.command'): {'lemma': 'command', 'pos': 'NOUN', 'synset': Synset('command.n.03')}
Lemma('find.v.05.find'): {'lemma': 'find', 'pos': 'VERB', 'synset': Synset('find.v.05')}
Lemma('little.a.02.little'): {'lemma': 'little', 'pos': 'ADJ', 'synset': Synset('little.a.02')}
Lemma('imagination.n.01.imagination'): {'lemma': 'imagination', 'pos': 'NOUN', 'synset': Synset('imagination.n.01')}
Lemma('helpful.a.01.helpful'): {'lemma': 'helpful', 'pos': 'ADJ', 'synset': Synset('helpful.a.01')}
Lemma('kansas_city.n.01.Kansas_City'): {'lemma': 'kansas_city', 'pos': 'NOUN', 'synset': Synset('kansas_city.n.01')}
Lemma('missouri.n.01.Missouri'): {'lemma': 'missouri', 'pos': 'NOUN', 'synset': Synset('missouri.n.01')}
Lemma('do-it-yourself.s.01.do-it-yourself'): {'lemma': 'do-it-yourself', 'pos': 'ADJ', 'synset': Synset('do-it-yourself.s.01')}
Lemma('quiz.n.01.quiz'): {'lemma': 'quiz', 'pos': 'NOUN', 'synset': Synset('quiz.n.01')}
Lemma('game.n.01.game'): {'lemma': 'game', 'pos': 'NOUN', 'synset': Synset('game.n.01')}
Lemma('distribute.v.01.distribute'): {'lemma': 'distribute', 'pos': 'VERB', 'synset': Synset('distribute.v.01')}
Lemma('columbus.n.01.Columbus'): {'lemma': 'columbus', 'pos': 'NOUN', 'synset': Synset('columbus.n.01')}
Lemma('give.v.03.give'): {'lemma': 'give', 'pos': 'VERB', 'synset': Synset('give.v.03')}
Lemma('facsimile.n.01.facsimile'): {'lemma': 'facsimile', 'pos': 'NOUN', 'synset': Synset('facsimile.n.01')}
Lemma('checkbook.n.01.checkbook'): {'lemma': 'checkbook', 'pos': 'NOUN', 'synset': Synset('checkbook.n.01')}
Lemma('check.n.01.check'): {'lemma': 'check', 'pos': 'NOUN', 'synset': Synset('check.n.01')}
Lemma('show.v.01.show'): {'lemma': 'show', 'pos': 'VERB', 'synset': Synset('show.v.01')}
Lemma('sum.n.01.amount'): {'lemma': 'amount', 'pos': 'NOUN', 'synset': Synset('sum.n.01')}
Lemma('particular.s.02.particular'): {'lemma': 'particular', 'pos': 'ADJ', 'synset': Synset('particular.s.02')}
